name,category,price,quality
Heroes Heroes,Acción,49488,12
Warrior Fantasy,Deportes,40418,8
Empire Chronicles,Acción,3020,61
Chronicles Dragon,Simulación,47721,10
Fantasy Fantasy,Puzzle,5896,100
Dragon Fantasy,Acción,11853,79
Empire Warrior,Carreras,51487,11
Legends Legends,Deportes,34765,79
Fantasy Kingdom,Aventura,38588,62
Empire Chronicles,RPG,7085,76
Kingdom Legends,Deportes,4344,55
Quest Empire,Carreras,67183,37
Empire Quest,Carreras,4050,2
Legends Warrior,RPG,40683,88
Heroes Fantasy,Carreras,14576,15
Empire Empire,Simulación,63953,50
Dragon Warrior,RPG,47457,96
Galaxy Empire,Acción,30196,25
Quest Dragon,Carreras,10899,38
Quest Dragon,Puzzle,35159,78
Legends Legends,Puzzle,46230,34
Chronicles Dragon,Deportes,50520,100
Chronicles Heroes,Carreras,42117,39
Legends Dragon,Deportes,14938,48
Warrior Dragon,Aventura,14156,60
Warrior Galaxy,Simulación,41908,64
Quest Warrior,Aventura,65616,60
Heroes Heroes,Simulación,46672,25
Fantasy Galaxy,Estrategia,60985,41
Dragon Quest,Acción,32875,14
Empire Fantasy,Puzzle,41524,63
Quest Fantasy,Deportes,3891,77
Galaxy Heroes,Simulación,45887,6
Galaxy Legends,Estrategia,13127,62
Kingdom Empire,Puzzle,63785,39
Warrior Warrior,Simulación,37856,23
Heroes Heroes,Estrategia,35604,100
Chronicles Galaxy,Puzzle,65558,81
Legends Kingdom,Puzzle,63532,17
Dragon Quest,Carreras,16200,24
Warrior Galaxy,Puzzle,21317,73
Galaxy Legends,Puzzle,61515,71
Quest Galaxy,Puzzle,2175,42
Chronicles Heroes,Acción,19129,68
Quest Chronicles,Acción,61451,59
Chronicles Heroes,Aventura,54940,64
Heroes Legends,RPG,3411,98
Heroes Empire,Simulación,32758,15
Empire Quest,Acción,41658,0
Legends Warrior,Simulación,27159,88
Quest Quest,Aventura,3442,90
Heroes Heroes,Aventura,46887,15
Warrior Kingdom,Carreras,47621,69
Quest Fantasy,Carreras,22609,22
Galaxy Galaxy,Puzzle,43022,24
Kingdom Kingdom,Acción,23299,56
Heroes Galaxy,Simulación,66981,11
Heroes Fantasy,Simulación,15323,12
Heroes Chronicles,Aventura,46719,54
Quest Chronicles,Simulación,21033,72
Empire Kingdom,Puzzle,29433,67
Galaxy Quest,Acción,40692,25
Empire Kingdom,Puzzle,28710,44
Fantasy Chronicles,Simulación,54513,83
Fantasy Empire,Puzzle,24742,0
Legends Heroes,Simulación,18612,4
Legends Dragon,Simulación,641,7
Chronicles Quest,Simulación,25206,22
Empire Dragon,RPG,68287,68
Kingdom Empire,Deportes,26305,68
Heroes Warrior,Deportes,36104,83
Galaxy Fantasy,Deportes,67297,62
Empire Chronicles,RPG,40190,63
Galaxy Kingdom,Estrategia,39156,57
Quest Galaxy,Estrategia,28685,76
Chronicles Galaxy,Puzzle,49549,22
Empire Legends,Carreras,42539,25
Legends Kingdom,Estrategia,65455,15
Chronicles Fantasy,Puzzle,68826,77
Empire Legends,Deportes,30248,60
Galaxy Galaxy,Estrategia,17496,52
Heroes Warrior,Carreras,1482,18
Dragon Quest,Simulación,64266,59
Empire Chronicles,Aventura,50407,31
Chronicles Galaxy,Estrategia,61976,2
Galaxy Legends,RPG,31183,69
Chronicles Heroes,Simulación,46733,76
Fantasy Fantasy,RPG,23040,39
Fantasy Galaxy,Carreras,30353,21
Legends Quest,Deportes,50763,65
Legends Heroes,Puzzle,20197,93
Heroes Fantasy,Puzzle,7209,98
Fantasy Heroes,Acción,37380,49
Galaxy Kingdom,Carreras,49135,64
Kingdom Legends,Aventura,57080,12
Legends Empire,Estrategia,32014,17
Quest Warrior,Aventura,29327,19
Dragon Heroes,RPG,56511,0
Empire Chronicles,Aventura,15247,74
Warrior Fantasy,Deportes,23307,2
Fantasy Fantasy,Puzzle,47091,85
Chronicles Warrior,Deportes,201,24
Galaxy Warrior,Estrategia,60145,32
Kingdom Warrior,Acción,63038,30
Chronicles Chronicles,Estrategia,67515,64
Fantasy Warrior,Estrategia,11392,43
Fantasy Empire,Carreras,18933,7
Galaxy Galaxy,Acción,57319,93
Legends Fantasy,Carreras,54371,39
Kingdom Empire,Carreras,64897,67
Chronicles Quest,RPG,11728,34
Heroes Chronicles,RPG,35280,73
Galaxy Galaxy,Simulación,26734,2
Dragon Heroes,Deportes,33772,91
Chronicles Quest,Carreras,42393,12
Legends Legends,Aventura,64994,13
Empire Quest,Deportes,28149,50
Heroes Galaxy,Estrategia,3745,2
Dragon Legends,Acción,22982,47
Legends Galaxy,Estrategia,897,21
Galaxy Warrior,Deportes,11287,69
Quest Legends,Acción,17233,4
Quest Quest,Acción,27253,26
Chronicles Empire,Estrategia,46930,9
Dragon Empire,RPG,29830,35
Galaxy Dragon,RPG,38474,48
Quest Kingdom,RPG,2831,4
Empire Galaxy,Acción,34265,33
Dragon Quest,Puzzle,67555,91
Legends Warrior,Simulación,40268,49
Empire Quest,Acción,31955,73
Chronicles Quest,Acción,12065,33
Galaxy Chronicles,Acción,48799,63
Heroes Dragon,Carreras,9857,11
Chronicles Heroes,Carreras,27983,93
Fantasy Galaxy,Estrategia,47889,61
Legends Warrior,Estrategia,53894,35
Galaxy Quest,RPG,19417,3
Chronicles Quest,RPG,30723,70
Galaxy Dragon,Acción,40518,17
Fantasy Dragon,RPG,46056,7
Chronicles Quest,Estrategia,50750,76
Legends Dragon,Simulación,11604,2
Warrior Galaxy,Estrategia,41526,37
Kingdom Quest,Carreras,23440,60
Quest Quest,Carreras,26017,62
Warrior Kingdom,Simulación,24814,40
Heroes Quest,Acción,46227,49
Fantasy Chronicles,Deportes,68407,1
Dragon Empire,Carreras,9314,39
Galaxy Legends,Estrategia,55946,72
Empire Heroes,RPG,22275,48
Quest Empire,Estrategia,67954,11
Quest Empire,Simulación,47766,60
Warrior Legends,Puzzle,41855,89
Chronicles Galaxy,Aventura,8184,1
Dragon Empire,Aventura,45304,59
Empire Fantasy,RPG,59970,71
Chronicles Chronicles,Simulación,31420,36
Chronicles Chronicles,Simulación,69815,78
Kingdom Galaxy,Simulación,15862,91
Legends Warrior,Simulación,14917,83
Fantasy Heroes,Aventura,31176,19
Dragon Chronicles,Simulación,38799,93
Galaxy Chronicles,Carreras,57064,17
Empire Chronicles,Acción,20432,47
Fantasy Warrior,Carreras,53916,89
Warrior Fantasy,Deportes,28180,85
Fantasy Warrior,Carreras,52844,86
Quest Fantasy,Estrategia,40481,19
Quest Fantasy,Simulación,58085,59
Kingdom Fantasy,Acción,8278,98
Fantasy Heroes,RPG,34371,36
Heroes Empire,Aventura,14591,72
Fantasy Dragon,Aventura,16477,67
Fantasy Galaxy,Aventura,53003,65
Kingdom Empire,Estrategia,55373,21
Warrior Quest,Carreras,60976,5
Dragon Empire,Estrategia,34541,69
Kingdom Chronicles,Acción,55175,78
Empire Kingdom,Acción,808,77
Kingdom Chronicles,Deportes,4756,51
Heroes Kingdom,Simulación,62820,85
Legends Quest,Deportes,46674,67
Chronicles Dragon,Estrategia,61392,95
Kingdom Legends,RPG,53613,0
Galaxy Heroes,Carreras,62036,76
Legends Legends,Carreras,38839,8
Dragon Dragon,Simulación,61578,49
Warrior Galaxy,Simulación,23979,87
Heroes Heroes,Simulación,16457,97
Warrior Fantasy,Carreras,10885,75
Chronicles Chronicles,Estrategia,12937,22
Legends Empire,Acción,65620,30
Quest Legends,Puzzle,42112,60
Kingdom Heroes,Puzzle,37954,66
Heroes Quest,Aventura,39681,53
Chronicles Chronicles,Puzzle,4129,95
Galaxy Kingdom,Estrategia,784,34
Quest Kingdom,Deportes,9536,68
Galaxy Warrior,Acción,15538,67
Galaxy Heroes,Deportes,4645,25
Empire Empire,Deportes,49286,92
Empire Warrior,RPG,5302,33
Dragon Warrior,Acción,65869,32
Quest Empire,Deportes,35209,20
Legends Dragon,Puzzle,22629,62
Heroes Legends,Puzzle,18631,92
Dragon Quest,RPG,33301,32
Empire Galaxy,Aventura,9614,96
Galaxy Galaxy,Aventura,58008,31
Dragon Legends,Acción,67000,58
Chronicles Quest,Aventura,64327,68
Empire Warrior,Deportes,66094,65
Galaxy Warrior,Carreras,51358,88
Fantasy Warrior,Aventura,49528,48
Warrior Quest,Acción,22477,11
Dragon Dragon,Estrategia,35963,6
Fantasy Heroes,Simulación,4890,97
Chronicles Chronicles,Carreras,32101,31
Fantasy Warrior,Aventura,51972,8
Fantasy Fantasy,Simulación,58911,15
Dragon Legends,Estrategia,7560,34
Quest Kingdom,RPG,65483,60
Legends Galaxy,Carreras,37884,0
Empire Kingdom,Aventura,11575,6
Quest Empire,Aventura,56994,39
Chronicles Dragon,Carreras,9449,55
Heroes Heroes,Deportes,46086,4
Galaxy Empire,Deportes,32604,67
Quest Dragon,Estrategia,5778,52
Kingdom Fantasy,Acción,9280,92
Galaxy Dragon,Puzzle,35914,87
Heroes Fantasy,Simulación,19015,65
Dragon Dragon,Acción,69889,59
Galaxy Galaxy,Simulación,50201,46
Legends Dragon,Estrategia,2167,70
Galaxy Galaxy,Estrategia,17486,6
Empire Fantasy,Deportes,43822,91
Warrior Quest,Simulación,18057,79
Quest Heroes,Puzzle,33943,74
Quest Chronicles,Deportes,48747,3
Heroes Empire,Simulación,13460,38
Empire Heroes,Simulación,59870,59
Empire Warrior,Puzzle,31188,90
Fantasy Dragon,Estrategia,22840,1
Kingdom Heroes,Puzzle,17192,38
Quest Empire,RPG,5223,19
Heroes Heroes,Puzzle,1401,10
Quest Fantasy,Simulación,36789,0
Warrior Warrior,Estrategia,17390,75
Kingdom Warrior,RPG,12017,73
Dragon Dragon,Deportes,16969,44
Fantasy Chronicles,Simulación,3545,66
Empire Chronicles,Deportes,29059,77
Chronicles Warrior,Aventura,35280,18
Empire Quest,Deportes,41197,57
Heroes Dragon,Deportes,29302,68
Galaxy Kingdom,Simulación,66877,28
Heroes Galaxy,Puzzle,55706,95
Legends Heroes,Aventura,48891,43
Kingdom Dragon,Simulación,1871,66
Quest Empire,Carreras,63027,18
Heroes Kingdom,Aventura,69032,100
Chronicles Dragon,Aventura,48877,25
Fantasy Kingdom,Estrategia,12767,54
Warrior Kingdom,Acción,67851,23
Empire Dragon,Estrategia,32741,54
Empire Empire,Deportes,28490,62
Dragon Warrior,Puzzle,4330,49
Warrior Legends,Deportes,60577,100
Dragon Fantasy,RPG,64617,9
Galaxy Chronicles,Carreras,55200,67
Quest Kingdom,Simulación,27821,62
Fantasy Legends,Simulación,63055,16
Fantasy Kingdom,Deportes,37667,54
Galaxy Chronicles,Estrategia,42742,51
Fantasy Warrior,Deportes,66996,80
Warrior Quest,Carreras,1989,31
Kingdom Dragon,Aventura,43257,17
Chronicles Heroes,Puzzle,40520,68
Chronicles Galaxy,Acción,5027,11
Dragon Dragon,Aventura,3373,14
Legends Fantasy,Carreras,338,25
Fantasy Empire,Acción,16672,60
Legends Warrior,Acción,44254,99
Quest Dragon,Deportes,10918,55
Galaxy Warrior,Puzzle,9347,28
Chronicles Heroes,Carreras,37204,50
Chronicles Heroes,Deportes,18315,91
Quest Quest,Puzzle,25966,71
Kingdom Dragon,Deportes,28384,41
Fantasy Chronicles,Acción,51097,26
Fantasy Dragon,Simulación,43259,6
Fantasy Heroes,Puzzle,3836,46
Chronicles Legends,Acción,24949,49
Quest Kingdom,Deportes,21049,4
Dragon Dragon,Simulación,65303,85
Kingdom Fantasy,RPG,42882,73
Fantasy Galaxy,Puzzle,49766,66
Heroes Heroes,Puzzle,61606,60
Kingdom Heroes,Estrategia,8130,54
Chronicles Kingdom,RPG,36772,88
Dragon Legends,Simulación,61154,89
Fantasy Chronicles,Carreras,66887,44
Heroes Legends,Carreras,54015,2
Empire Heroes,Simulación,60788,6
Kingdom Empire,Aventura,31588,75
Quest Warrior,Simulación,56614,63
Heroes Dragon,Carreras,9440,55
Chronicles Empire,Estrategia,50305,26
Dragon Quest,RPG,24791,9
Fantasy Quest,Simulación,57054,65
Warrior Legends,Simulación,22982,72
Galaxy Warrior,Carreras,63090,63
Heroes Fantasy,RPG,4987,28
Warrior Galaxy,RPG,38594,76
Empire Quest,Puzzle,9340,9
Empire Quest,Acción,30218,27
Galaxy Galaxy,Simulación,39908,89
Chronicles Fantasy,Deportes,7138,8
Fantasy Heroes,Carreras,43204,10
Chronicles Empire,Aventura,56417,30
Fantasy Fantasy,Aventura,41928,98
Quest Kingdom,RPG,62687,12
Legends Kingdom,Simulación,34673,8
Legends Galaxy,Aventura,24215,19
Kingdom Galaxy,Estrategia,34401,4
Legends Fantasy,Carreras,253,93
Chronicles Dragon,Aventura,57385,73
Galaxy Legends,RPG,7059,57
Galaxy Chronicles,Simulación,14082,60
Quest Legends,Deportes,49144,98
Empire Chronicles,Deportes,51496,76
Heroes Chronicles,Estrategia,49275,95
Heroes Chronicles,Aventura,66543,78
Galaxy Quest,Estrategia,3462,62
Heroes Dragon,Puzzle,52131,20
Galaxy Galaxy,Simulación,16023,27
Dragon Chronicles,Carreras,7739,36
Chronicles Heroes,Acción,51442,34
Empire Kingdom,Puzzle,8012,59
Dragon Heroes,Puzzle,61627,69
Legends Kingdom,Acción,34523,45
Dragon Dragon,Simulación,58851,3
Legends Chronicles,Estrategia,56180,18
Warrior Empire,RPG,8916,95
Legends Galaxy,RPG,29110,2
Heroes Dragon,Puzzle,27078,4
Empire Chronicles,Carreras,53744,61
Dragon Kingdom,Simulación,27022,93
Galaxy Galaxy,Deportes,21752,47
Quest Legends,Aventura,22895,73
Galaxy Legends,Puzzle,29199,71
Galaxy Legends,Acción,42741,5
Fantasy Warrior,Simulación,64645,90
Heroes Galaxy,Puzzle,42102,82
Chronicles Empire,Aventura,50090,73
Warrior Galaxy,Simulación,49242,65
Chronicles Fantasy,RPG,6230,0
Warrior Legends,Acción,6760,29
Empire Galaxy,Deportes,5387,40
Quest Heroes,Aventura,13159,79
Kingdom Quest,Puzzle,59042,18
Quest Fantasy,RPG,42872,53
Fantasy Galaxy,Deportes,49411,54
Quest Warrior,Aventura,37064,24
Heroes Legends,RPG,28524,28
Empire Kingdom,Estrategia,59586,25
Legends Empire,Simulación,60125,94
Legends Kingdom,Acción,29086,7
Heroes Dragon,Puzzle,19865,83
Dragon Warrior,Aventura,68052,81
Legends Dragon,RPG,68628,78
Empire Fantasy,Estrategia,23790,97
Fantasy Galaxy,Simulación,68591,34
Chronicles Fantasy,Estrategia,38915,52
Quest Chronicles,Carreras,28302,85
Galaxy Kingdom,Simulación,52844,90
Warrior Kingdom,Puzzle,54695,3
Dragon Dragon,Aventura,42413,20
Galaxy Empire,Acción,14319,47
Legends Quest,Acción,40823,87
Warrior Dragon,Estrategia,44768,71
Heroes Empire,Aventura,27348,97
Warrior Heroes,RPG,44142,77
Quest Fantasy,Estrategia,68580,93
Empire Fantasy,Puzzle,54402,100
Heroes Fantasy,Puzzle,29581,37
Kingdom Kingdom,Simulación,7186,60
Quest Kingdom,RPG,9081,49
Chronicles Quest,Puzzle,39324,72
Empire Legends,Acción,7314,24
Galaxy Kingdom,Simulación,40410,14
Dragon Dragon,Aventura,16717,64
Warrior Fantasy,Carreras,6102,77
Heroes Fantasy,Puzzle,1746,99
Heroes Warrior,Estrategia,26600,79
Warrior Galaxy,Acción,34178,19
Heroes Dragon,Puzzle,44584,12
Chronicles Quest,Deportes,10632,45
Chronicles Kingdom,Carreras,31313,50
Warrior Fantasy,Carreras,24328,75
Legends Fantasy,Aventura,64484,52
Galaxy Empire,Aventura,6822,40
Warrior Heroes,Aventura,59474,60
Heroes Dragon,Simulación,8614,97
Warrior Empire,Carreras,28889,16
Empire Heroes,Deportes,49234,64
Galaxy Warrior,Simulación,35503,98
Empire Fantasy,RPG,9821,45
Dragon Galaxy,Estrategia,18658,45
Quest Fantasy,Deportes,42064,61
Chronicles Fantasy,Acción,1711,28
Fantasy Empire,RPG,33237,0
Legends Heroes,Puzzle,40130,4
Legends Fantasy,Simulación,17235,57
Kingdom Kingdom,Acción,57695,35
Legends Kingdom,Estrategia,47148,16
Galaxy Fantasy,Carreras,61372,55
Heroes Quest,Estrategia,62599,66
Empire Quest,Estrategia,8334,22
Heroes Warrior,Acción,43136,6
Galaxy Galaxy,Carreras,52103,92
Legends Quest,Simulación,66874,98
Dragon Kingdom,Estrategia,6752,22
Chronicles Warrior,Puzzle,43636,29
Empire Warrior,Acción,19965,62
Kingdom Legends,RPG,54883,31
Warrior Kingdom,Puzzle,36319,73
Fantasy Dragon,RPG,64339,66
Legends Heroes,Puzzle,12101,30
Kingdom Empire,RPG,11991,11
Kingdom Galaxy,Puzzle,36278,94
Warrior Heroes,Aventura,26065,54
Kingdom Warrior,Aventura,20681,10
Kingdom Quest,Deportes,24763,11
Galaxy Legends,Acción,66061,98
Galaxy Warrior,Puzzle,24058,59
Fantasy Kingdom,RPG,5598,9
Dragon Dragon,Aventura,23373,73
Fantasy Legends,Acción,39080,39
Legends Empire,Aventura,9126,5
Chronicles Heroes,RPG,36775,32
Quest Kingdom,RPG,51110,73
Legends Legends,Acción,20146,26
Chronicles Heroes,Puzzle,490,32
Empire Dragon,Acción,46637,16
Quest Quest,Simulación,8849,55
Galaxy Chronicles,Aventura,63201,0
Heroes Dragon,Deportes,12142,35
Dragon Kingdom,Simulación,42130,14
Fantasy Chronicles,RPG,45653,81
Kingdom Empire,Acción,61626,66
Legends Warrior,Carreras,69407,58
Quest Warrior,Estrategia,48931,50
Heroes Legends,Acción,9075,71
Warrior Fantasy,Aventura,41982,9
Kingdom Warrior,Deportes,65579,53
Empire Fantasy,Simulación,46674,84
Chronicles Dragon,RPG,3999,22
Chronicles Kingdom,Acción,43560,41
Fantasy Fantasy,Carreras,57220,20
Warrior Warrior,Acción,23286,1
Warrior Kingdom,Carreras,31137,68
Galaxy Heroes,Estrategia,69264,46
Galaxy Empire,Aventura,57420,79
Quest Legends,Aventura,34197,15
Empire Fantasy,Acción,65805,66
Fantasy Kingdom,Puzzle,20143,1
Dragon Quest,Puzzle,48596,38
Legends Heroes,Carreras,60969,2
Fantasy Heroes,Deportes,16191,11
Heroes Kingdom,Acción,5345,11
Empire Kingdom,RPG,36436,57
Dragon Chronicles,RPG,52730,15
Dragon Warrior,Simulación,38558,70
Empire Heroes,Aventura,53210,79
Dragon Fantasy,Carreras,28895,77
Heroes Fantasy,Deportes,64464,39
Heroes Warrior,Aventura,43,19
Warrior Fantasy,Estrategia,26786,70
Quest Empire,Carreras,57194,85
Fantasy Fantasy,Carreras,67525,93
Quest Chronicles,Simulación,4329,27
Warrior Empire,Aventura,12284,66
Empire Chronicles,Aventura,2774,69
Fantasy Fantasy,RPG,32590,99
Legends Galaxy,Acción,24399,0
Empire Empire,Acción,34474,45
Empire Dragon,Deportes,26847,78
Galaxy Warrior,Deportes,19605,4
Empire Fantasy,Carreras,7156,87
Heroes Fantasy,RPG,34534,92
Dragon Fantasy,RPG,14503,59
Warrior Quest,Deportes,44824,79
Chronicles Quest,Estrategia,58774,58
Galaxy Galaxy,Puzzle,23487,83
Empire Galaxy,Carreras,21745,92
Warrior Legends,Acción,33967,14
Warrior Warrior,RPG,39720,37
Legends Dragon,Deportes,61975,55
Warrior Empire,Estrategia,68843,81
Empire Heroes,Carreras,42416,21
Fantasy Legends,Simulación,52321,75
Legends Quest,RPG,41675,89
Warrior Kingdom,Acción,32035,18
Legends Kingdom,Aventura,57203,7
Legends Chronicles,Puzzle,683,64
Dragon Chronicles,Aventura,10822,100
Quest Chronicles,Aventura,52280,16
Heroes Warrior,Simulación,4513,6
Empire Chronicles,Simulación,16145,4
Dragon Kingdom,Puzzle,30984,23
Legends Heroes,Estrategia,60626,63
Kingdom Empire,Carreras,46258,37
Kingdom Heroes,Estrategia,69052,1
Chronicles Dragon,Simulación,9262,18
Fantasy Quest,Deportes,59592,89
Fantasy Quest,Simulación,14772,70
Empire Quest,Acción,59244,87
Dragon Legends,RPG,69584,61
Heroes Heroes,Puzzle,33896,90
Quest Kingdom,Simulación,52181,8
Dragon Quest,Puzzle,25742,29
Heroes Empire,Estrategia,55425,96
Empire Fantasy,Acción,8678,91
Empire Quest,Acción,62010,75
Kingdom Galaxy,Deportes,65732,55
Empire Empire,Acción,26879,76
Chronicles Empire,Acción,11807,16
Fantasy Quest,Estrategia,1095,70
Fantasy Dragon,Aventura,30198,39
Empire Heroes,Puzzle,43163,56
Legends Empire,Simulación,40792,65
Legends Quest,Acción,44689,91
Dragon Warrior,Aventura,42068,19
Chronicles Quest,Carreras,14117,53
Heroes Chronicles,Simulación,2717,53
Empire Fantasy,Estrategia,47227,60
Chronicles Empire,Aventura,65697,5
Legends Fantasy,Deportes,65458,97
Dragon Heroes,Carreras,56483,68
Quest Quest,Deportes,29743,42
Dragon Galaxy,Simulación,12186,99
Quest Kingdom,Deportes,35605,72
Warrior Empire,Aventura,18260,51
Warrior Quest,Estrategia,66308,96
Galaxy Empire,Carreras,59648,34
Kingdom Fantasy,Acción,13010,12
Quest Fantasy,Puzzle,10099,37
Warrior Quest,Puzzle,22629,66
Quest Warrior,RPG,12405,96
Legends Fantasy,Aventura,47346,71
Fantasy Kingdom,Deportes,31783,57
Kingdom Kingdom,Aventura,12223,10
Kingdom Empire,Aventura,53839,87
Chronicles Fantasy,Puzzle,43645,23
Heroes Kingdom,RPG,18362,59
Heroes Galaxy,Carreras,53541,33
Heroes Warrior,Acción,45670,87
Heroes Dragon,Simulación,1587,7
Kingdom Legends,Simulación,28074,82
Empire Empire,Aventura,21377,23
Dragon Dragon,Aventura,66690,5
Warrior Quest,Estrategia,63654,10
Dragon Quest,RPG,64006,0
Kingdom Quest,Simulación,40554,21
Kingdom Warrior,Puzzle,5781,63
Quest Heroes,Carreras,43053,46
Galaxy Legends,RPG,31684,43
Quest Fantasy,Aventura,37160,35
Dragon Quest,Carreras,28105,5
Galaxy Quest,Simulación,44118,92
Warrior Heroes,Puzzle,13619,9
Empire Heroes,Estrategia,5342,12
Kingdom Legends,Acción,27146,78
Warrior Galaxy,Carreras,8282,91
Chronicles Fantasy,Puzzle,49060,77
Chronicles Empire,Simulación,34723,0
Chronicles Chronicles,Estrategia,45551,88
Chronicles Fantasy,Estrategia,55467,93
Galaxy Dragon,Aventura,29033,63
Chronicles Legends,Aventura,14129,87
Chronicles Kingdom,Simulación,35738,94
Empire Empire,Puzzle,22568,51
Kingdom Galaxy,Deportes,27808,10
Dragon Chronicles,Deportes,49578,58
Quest Chronicles,Aventura,55684,73
Fantasy Heroes,Aventura,64317,45
Heroes Heroes,Deportes,65556,67
Legends Dragon,Deportes,38907,35
Warrior Dragon,RPG,62737,81
Quest Chronicles,Acción,11240,55
Legends Chronicles,Carreras,61211,31
Legends Warrior,Estrategia,12108,83
Quest Kingdom,Estrategia,30260,38
Quest Galaxy,Deportes,37725,75
Dragon Empire,Aventura,59406,78
Galaxy Legends,Deportes,69471,65
Chronicles Kingdom,RPG,64549,55
Chronicles Galaxy,Estrategia,18244,68
Legends Quest,Puzzle,50260,62
Galaxy Kingdom,Simulación,34283,39
Chronicles Galaxy,Puzzle,24401,87
Chronicles Legends,Aventura,28760,64
Chronicles Dragon,Carreras,60432,95
Galaxy Warrior,Carreras,40892,100
Chronicles Galaxy,Carreras,5315,49
Chronicles Chronicles,Puzzle,57112,88
Fantasy Galaxy,Simulación,35845,19
Dragon Chronicles,Puzzle,40410,28
Galaxy Galaxy,RPG,30573,46
Empire Dragon,Deportes,3392,88
Legends Empire,Aventura,25444,60
Quest Dragon,Estrategia,34632,60
Warrior Chronicles,Puzzle,18143,97
Dragon Dragon,Deportes,38636,20
Dragon Dragon,RPG,40204,87
Dragon Warrior,Aventura,8048,12
Empire Legends,Estrategia,48787,25
Legends Kingdom,Puzzle,3309,15
Chronicles Dragon,Deportes,63500,30
Empire Empire,Estrategia,5653,98
Legends Empire,Carreras,35031,68
Warrior Heroes,RPG,13554,38
Fantasy Quest,RPG,59907,4
Galaxy Empire,Puzzle,58407,16
Empire Warrior,Simulación,54312,44
Empire Quest,Estrategia,41939,18
Fantasy Legends,Deportes,38447,75
Dragon Warrior,Puzzle,7746,94
Empire Dragon,Estrategia,18869,84
Chronicles Warrior,Deportes,41139,94
Dragon Dragon,Puzzle,67611,66
Heroes Warrior,Estrategia,58987,45
Quest Heroes,Deportes,36571,63
Heroes Empire,Deportes,26537,32
Legends Quest,Puzzle,14542,81
Heroes Empire,Deportes,64059,7
Legends Legends,Aventura,16698,38
Legends Quest,RPG,37023,30
Heroes Heroes,Acción,3199,77
Dragon Fantasy,Deportes,43419,86
Quest Warrior,Carreras,60630,88
Empire Quest,Puzzle,38784,66
Galaxy Kingdom,Puzzle,52293,84
Dragon Fantasy,Simulación,37409,81
Chronicles Fantasy,Simulación,27522,50
Chronicles Galaxy,Carreras,67759,95
Warrior Kingdom,Simulación,13224,85
Warrior Legends,RPG,56536,61
Kingdom Dragon,Aventura,14049,50
Warrior Dragon,Aventura,1143,17
Chronicles Fantasy,Deportes,29128,54
Kingdom Chronicles,Deportes,13793,14
Empire Dragon,Carreras,5997,39
Chronicles Fantasy,Simulación,2093,54
Dragon Chronicles,Puzzle,11038,39
Fantasy Legends,Puzzle,67089,68
Kingdom Kingdom,Carreras,23362,34
Dragon Legends,RPG,41801,69
Fantasy Heroes,RPG,8263,47
Heroes Legends,Puzzle,1832,14
Kingdom Empire,Estrategia,37120,87
Kingdom Dragon,Acción,61416,71
Chronicles Galaxy,Carreras,1189,55
Chronicles Quest,Estrategia,3345,84
Warrior Galaxy,Estrategia,53954,6
Legends Chronicles,Estrategia,50376,97
Heroes Empire,Carreras,30729,41
Legends Empire,Estrategia,52795,84
Legends Empire,Acción,4833,24
Galaxy Quest,Aventura,47158,1
Fantasy Kingdom,Acción,39070,58
Heroes Heroes,Acción,56124,89
Heroes Fantasy,Deportes,50610,94
Kingdom Quest,Simulación,54507,72
Fantasy Legends,Estrategia,21498,88
Warrior Quest,Carreras,8053,50
Chronicles Heroes,Aventura,41491,39
Galaxy Quest,Deportes,25731,84
Heroes Heroes,Puzzle,16990,74
Heroes Legends,RPG,36674,99
Dragon Legends,Deportes,28265,73
Galaxy Dragon,RPG,42958,22
Kingdom Heroes,Simulación,13451,97
Quest Galaxy,RPG,40388,24
Warrior Galaxy,Simulación,11626,73
Heroes Warrior,Carreras,50096,21
Chronicles Kingdom,Carreras,65954,90
Fantasy Quest,RPG,8653,84
Legends Warrior,RPG,21546,96
Fantasy Kingdom,Aventura,58004,48
Warrior Chronicles,Simulación,6608,76
Empire Dragon,RPG,62808,8
Fantasy Kingdom,Acción,64171,96
Kingdom Warrior,Deportes,62967,39
Galaxy Warrior,RPG,28448,49
Chronicles Fantasy,Carreras,31604,90
Heroes Galaxy,Aventura,63711,13
Heroes Kingdom,RPG,53416,9
Empire Galaxy,Acción,28070,56
Empire Galaxy,Acción,47683,43
Empire Heroes,Simulación,38207,96
Empire Warrior,Acción,52279,22
Fantasy Chronicles,Estrategia,50887,91
Warrior Fantasy,Deportes,21694,27
Quest Chronicles,Aventura,13690,58
Warrior Empire,Simulación,54337,75
Legends Dragon,Carreras,1721,36
Kingdom Legends,Puzzle,12055,52
Dragon Kingdom,Puzzle,40615,94
Warrior Chronicles,Estrategia,5310,61
Heroes Chronicles,Simulación,28878,52
Quest Quest,Acción,36704,79
Legends Dragon,Deportes,27987,48
Quest Kingdom,Puzzle,16080,79
Galaxy Empire,RPG,46539,3
Kingdom Legends,Acción,36430,51
Dragon Legends,Estrategia,1518,98
Dragon Kingdom,Simulación,64549,60
Warrior Chronicles,Simulación,16111,85
Galaxy Dragon,RPG,51194,57
Quest Heroes,Simulación,26210,51
Legends Heroes,Estrategia,25936,15
Legends Heroes,Deportes,45740,70
Empire Kingdom,Acción,44292,33
Galaxy Kingdom,Carreras,24949,17
